qseqid	sseqid	pident	length	qcovs	evalue	bitscore	confidence	kingdom	phylum	class	order	family	genus	species
ASV0729	LC640041.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Chaetodontiformes_1545895;Chaetodontidae_30828;Chaetodon_37948;Chaetodon_lunula_109694	98.974	195	100	7.97e-96	350	species	Eukaryota	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	Chaetodon	Chaetodon lunula
ASV0730	LC654232.1.<1.970###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Aulopiformes_68510;Synodontidae_81390;Saurida_143309;Saurida_nebulosa_1074258	96.875	192	100	1.71e-87	322	genus	Eukaryota	Chordata	Actinopteri	Aulopiformes	Synodontidae	Saurida	Saurida sp.
ASV0731	MH248183.1.<1.>671###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_undulatus_473461	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax undulatus
ASV0732	MH248190.1.<1.>667###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_rubescens_1003776	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus rubescens
ASV0733	PQ580705.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_poikilospilus_2937923	95.408	196	100	1.05e-84	313	genus	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax sp.
ASV0734	OP035275.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_triostegus_175435	98.485	198	100	2.90e-95	348	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus triostegus
ASV0735	LC069535.1.<1.>166###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Anthiadidae_3363800;Luzonichthys_428433;Luzonichthys_waitei_428434	98.795	166	86	1.04e-79	296	species	Eukaryota	Chordata	Actinopteri	Perciformes	Anthiadidae	Luzonichthys	Luzonichthys waitei
ASV0736	MH248178.1.<1.>666###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Eviota_166746;Eviota_guttata_595618	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Eviota	Eviota guttata
ASV0737	MH248199.1.<1.>670###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Platycephalidae_30987;Thysanophrys_1230803;Thysanophrys_chiltonae_1230805	94.444	198	100	6.37e-82	303	family	Eukaryota	Chordata	Actinopteri	Perciformes	Platycephalidae	NA	NA
ASV0738	AP012959.1.69.1015###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Stomiidae_123351;Astronesthes_700624;Astronesthes_lucifer_1263173	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Stomiiformes	Stomiidae	Astronesthes	Astronesthes lucifer
ASV0739	LC277883.2.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Neoniphon_47703;Neoniphon_aurolineatus_47705	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Neoniphon	Neoniphon aurolineatus
ASV0740	OP035101.1.70.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_chilospilus_473452	98.5	200	100	6.34e-97	353	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax chilospilus
ASV0741	EU108808.1.<1.>801###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Rhinecanthus_245704;Rhinecanthus_verrucosus_480298	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Rhinecanthus	Rhinecanthus verrucosus
ASV0742	OQ656152.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_buroensis_876628	98.462	195	100	3.71e-94	344	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax buroensis
ASV0743	AB974512.2.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Dendrochirus_94307;Dendrochirus_bellus_1585604	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	Dendrochirus	Dendrochirus bellus
ASV0744	JX242925.1.<1.>811###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_margaritophorus_473393	99.5	200	100	2.93e-100	364	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax margaritophorus
ASV0745	OP035254.1.69.1036###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Cirrhitidae_76914;Cirrhitus_76915;Cirrhitus_pinnulatus_490258	91.304	207	99	1.13e-74	279	family	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cirrhitidae	NA	NA
ASV0746	ON360999.1.69.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Zebrasoma_75045;Zebrasoma_scopas_75046	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Zebrasoma	Zebrasoma scopas
ASV0747	FJ416614.1.69.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lutjaniformes_2024539;Lutjanidae_30850;Lutjanus_40493;Lutjanus_kasmira_396787	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Lutjanus	Lutjanus kasmira
ASV0748	JQ707035.1.<1.>885###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Pycnochromis_2891203;Pycnochromis_dimidiatus_997967	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Pycnochromis	Pycnochromis dimidiatus
ASV0749	OP749983.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_randalli_2999979	98.974	195	100	7.97e-96	350	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes randalli
ASV0750	AP017949.1.69.1026###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Clupeiformes_32446;Clupeidae_55118;Amblygaster_392304;Amblygaster_sirm_997022	100	203	100	1.38e-103	375	species	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Amblygaster	Amblygaster sirm
ASV0751	OQ656152.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_buroensis_876628	98.974	195	100	7.97e-96	350	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax buroensis
ASV0752	PV590092.1.69.1030###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Polynemidae_30917;Polynemidae_30917;Polydactylus_320381;Polydactylus_sexfilis_621112	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Polynemidae	Polynemidae	Polydactylus	Polydactylus sexfilis
ASV0753	OP035168.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Scorpaenodes_274701;Scorpaenodes_corallinus_1156140	94.359	195	100	8.14e-81	300	family	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	NA	NA
ASV0754	KP893074.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Enchelynassa_876646;Enchelynassa_canina_876647	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Enchelynassa	Enchelynassa canina
ASV0755	AP005991.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Epinephelus_94231;Epinephelus_merra_215346	97.449	196	100	2.24e-91	335	genus	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus sp.
ASV0756	LC340249.2.<1.869###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Bathygobius_163631;Bathygobius_hongkongensis_515215	95.918	196	100	2.26e-86	318	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Bathygobius	Bathygobius sp.
ASV0757	MW133237.1.70.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_rueppelliae_3040411	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax rueppelliae
ASV0758	OP035190.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Chaetodontiformes_1545895;Chaetodontidae_30828;Chaetodon_37948;Chaetodon_ephippium_109689	98.462	195	100	3.71e-94	344	species	Eukaryota	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	Chaetodon	Chaetodon ephippium
ASV0759	KP893074.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Enchelynassa_876646;Enchelynassa_canina_876647	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Enchelynassa	Enchelynassa canina
ASV0760	PV053456.1.<1.>170###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Uropterygius_189495;Uropterygius_kamar_2589335	99.412	170	86	1.37e-83	309	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Uropterygius	Uropterygius kamar
ASV0761	LC278140.2.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_polyzona_879475	98.974	195	100	7.97e-96	350	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes polyzona
ASV0762	OP718222.1.70.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_biaculeatus_2862834	93.909	197	100	1.05e-79	296	family	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	NA	NA
ASV0763	PV053466.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Entomacrodus_57795;Entomacrodus_thalassinus_1892334	95.21	167	86	2.95e-70	265	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Entomacrodus	Entomacrodus sp.
ASV0764	LC649158.1.<1.813###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Ophichthidae_54912;Myrichthys_182434;Myrichthys_colubrinus_1156119	100	199	100	2.25e-101	368	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Ophichthidae	Myrichthys	Myrichthys colubrinus
ASV0765	MZ598359.1.<1.>170###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Uropterygius_189495;Uropterygius_alboguttatus_1156147	97.647	170	86	1.38e-78	292	genus	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Uropterygius	Uropterygius sp.
ASV0766	OQ883823.1.<1.>171###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Bolinichthys_123244;Bolinichthys_photothorax_1519956	99.415	171	86	3.83e-84	311	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Bolinichthys	Bolinichthys photothorax
ASV0767	LC557096.2.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Bryaninops_595626;Bryaninops_yongei_990214	87.179	195	100	6.48e-57	220	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0768	OP035107.2.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_flavolineatus_652446	92.857	196	99	2.31e-76	285	family	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	NA	NA
ASV0769	OP035224.1.69.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_blochii_238050	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus blochii
ASV0770	OQ675586.1.70.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_reticularis_189505	98	200	100	2.95e-95	348	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax reticularis
ASV0771	LC649116.1.<1.889###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Gobiesocidae_63826;Pherallodichthys_2740790;Pherallodichthys_meshimaensis_2873921	92.746	193	100	1.05e-74	279	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	NA	NA
ASV0772	LC327200.2.<1.945###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Mugiliformes_41872;Mugilidae_8189;Planiliza_1935872;Planiliza_macrolepis_1111460	97.475	198	100	6.28e-92	337	genus	Eukaryota	Chordata	Actinopteri	Mugiliformes	Mugilidae	Planiliza	Planiliza sp.
ASV0773	LC874316.1.<1.699###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Paragobiodon_264363;Paragobiodon_modestus_990229	92.386	197	99	1.40e-73	276	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0774	MK253669.1.69.1013###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Acanthogobius_86196;Acanthogobius_hasta_267130	87.374	198	100	1.83e-57	222	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0775	OR575556.1.70.1041###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Eviota_166746;Eviota_epiphanes_1248218	92.574	202	100	1.82e-77	289	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0776	LC026706.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Parascorpaena_626228;Parascorpaena_mossambica_1003773	92.857	168	86	3.87e-64	244	family	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	NA	NA
ASV0777	KT600962.1.<1.>761###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Monacanthidae_143346;Pervagor_392924;Pervagor_melanocephalus_586846	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Pervagor	Pervagor melanocephalus
ASV0778	ON210977.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_triostegus_175435	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus triostegus
ASV0779	OP718224.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_barberinus_475168	97.98	198	100	3.77e-94	344	genus	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus sp.
ASV0780	OP035107.2.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_flavolineatus_652446	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Mulloidichthys	Mulloidichthys flavolineatus
ASV0781	PV423372.1.70.1031###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Pleuronectiformes_8252;Bothidae_8253;Bothus_94920;Bothus_mancus_1156090	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Bothidae	Bothus	Bothus mancus
ASV0782	MT199208.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chromis_80974;Chromis_viridis_80977	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chromis	Chromis viridis
ASV0783	AP018523.1.69.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Stethojulis_241347;Stethojulis_strigiventer_997987	97.949	195	100	6.17e-92	337	genus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Stethojulis	Stethojulis sp.
ASV0784	MZ411547.1.71.1027###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Cephalopholis_91742;Cephalopholis_urodeta_160709	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Cephalopholis	Cephalopholis urodeta
ASV0785	LC752880.1.<1.>552###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Bolinichthys_123244;Bolinichthys_indicus_473299	99.497	199	100	1.05e-99	363	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Bolinichthys	Bolinichthys indicus
ASV0786	MW160687.1.70.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_flavimarginatus_217850	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax flavimarginatus
ASV0787	MW160687.1.70.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_flavimarginatus_217850	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax flavimarginatus
ASV0788	LC499365.1.<1.>458###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Cirrhitidae_76914;Paracirrhites_100205;Paracirrhites_arcatus_215373	99.015	203	100	1.07e-99	363	species	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cirrhitidae	Paracirrhites	Paracirrhites arcatus
ASV0789	OP035101.1.70.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_chilospilus_473452	99	200	100	1.36e-98	359	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax chilospilus
ASV0790	LC731801.1.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Sargocentron_47707;Sargocentron_diadema_47709	99.5	200	100	2.93e-100	364	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Sargocentron	Sargocentron diadema
ASV0792	MW630192.1.<1.>841###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Plesiopidae_30861;Plesiopidae_30861;Plesiops_270569;Plesiops_coeruleolineatus_1146978	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Plesiopidae	Plesiopidae	Plesiops	Plesiops coeruleolineatus
ASV0793	LC092055.2.<1.894###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Bathygobius_163631;Bathygobius_cocosensis_166735	97.462	197	100	6.28e-92	337	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Bathygobius	Bathygobius sp.
ASV0794	FJ618559.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Sciaenidae_30870;Sciaenidae_30870;Larimichthys_215357;Larimichthys_polyactis_334908	85.354	198	100	8.54e-51	200	order	Eukaryota	Chordata	Actinopteri	Sciaenidae	NA	NA	NA
ASV0795	LC519454.2.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lophiiformes_8070;Antennariidae_241819;Antennarius_242978;Antennarius_commerson_586775	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Lophiiformes	Antennariidae	Antennarius	Antennarius commerson
ASV0796	LC589582.1.<1.>489###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Kuhliidae_30842;Kuhlia_163136;Kuhlia_mugil_163137	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Kuhliidae	Kuhlia	Kuhlia mugil
ASV0797	OQ883823.1.<1.>171###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Bolinichthys_123244;Bolinichthys_photothorax_1519956	99.415	171	86	3.83e-84	311	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Bolinichthys	Bolinichthys photothorax
ASV0798	AP019346.1.69.1027###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Gobiodon_150299;Gobiodon_micropus_1642129	94.416	197	100	6.37e-82	303	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0799	LC026724.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Scorpaenopsis_163119;Scorpaenopsis_vittapinna_435222	98.81	168	86	8.14e-81	300	species	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	Scorpaenopsis	Scorpaenopsis vittapinna
ASV0800	OR546225.1.70.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_monostigma_3028464	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax monostigma
ASV0801	KT600965.1.<1.>764###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Pseudobalistes_303694;Pseudobalistes_fuscus_303695	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Pseudobalistes	Pseudobalistes fuscus
ASV0802	LC340293.1.<1.>170###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Pleuronectiformes_8252;Soleidae_30948;Aseraggodes_195595;Aseraggodes_cheni_2057068	98.824	170	86	6.37e-82	303	species	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Aseraggodes	Aseraggodes cheni
ASV0803	LC649115.1.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_meleagris_473458	93.878	196	100	3.79e-79	294	family	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	NA	NA
ASV0804	FJ416614.1.69.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lutjaniformes_2024539;Lutjanidae_30850;Lutjanus_40493;Lutjanus_kasmira_396787	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Lutjanus	Lutjanus kasmira
ASV0805	OR581024.1.69.1022###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Priolepis_166756;Priolepis_semidoliata_1156130	97.959	196	100	4.82e-93	340	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Priolepis	Priolepis sp.
ASV0806	AY279589.1.<1.>936###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Coris_126328;Coris_aygula_241280	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Coris	Coris aygula
ASV0807	LC780147.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Gnatholepis_151727;Gnatholepis_anjerensis_194857	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gnatholepis	Gnatholepis anjerensis
ASV0808	MW560469.1.70.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Epinephelus_94231;Epinephelus_hexagonatus_163121	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus hexagonatus
ASV0809	LC584263.1.<1.>545###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Ostorhinchus_638290;Ostorhinchus_taeniophorus_247547	98.462	195	100	3.71e-94	344	species	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus taeniophorus
ASV0810	MW145336.1.70.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_javanicus_473457	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax javanicus
ASV0811	MT199208.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chromis_80974;Chromis_viridis_80977	94.898	196	100	4.89e-83	307	family	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	NA	NA
ASV0812	LC859626.1.<1.898###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Pleurosicya_595629;Pleurosicya_muscarum_3053116	92.308	195	99	3.84e-74	278	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
